Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,1924,Paris,Football,Football,"ROMANO, Angel",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"SALDOMBIDE, Z.",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"SCARONE, Hector",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"SOMMA, P.",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"TOMASINA, Alberto",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"URDINARAN, Antonio",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"URDINARAN, Santos",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"URIARTE, F.",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"VIDAL, José",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"ZIBECHI, Alfredo J.",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"ZINGONE, P.",Men,Football,Gold,Uruguay,3431555.0
summer,1924,Paris,Football,Football,"ABEGGLEN, Max",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"BEDOURET, Félix",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"BOUVIER, C.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"DIETRICH, Walter",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"EHRENBOLGER, Karl",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"FÄSSLER, Paul",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"GOTTENKIENY, G.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"HAAG, J.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"KATZ, M.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"KRAMER, Edmond",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"MENGOTTI, Adolphe",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"OBERHAUSER, August",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"PACHE, Robert",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"POLLITZ, Aron",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"PULVER, Hans",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"RAMSEYER, Rudolf",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"REYMOND, Adolphe",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"RICHARD, L.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"SCHAR, T.",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"SCHMIEDLIN, Paul",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"STURZENEGGER, Paul",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Football,Football,"WEILER, Walter",Men,Football,Silver,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"HIGELIN, André",Men,Horizontal Bar,Bronze,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"STUKELJ, Leon",Men,Horizontal Bar,Gold,,
summer,1924,Paris,Gymnastics,Artistic G.,"GUTWENINGER, Jean",Men,Horizontal Bar,Silver,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"SUPCIK, Bedrich",Men,Individual All-Round,Bronze,,
summer,1924,Paris,Gymnastics,Artistic G.,"STUKELJ, Leon",Men,Individual All-Round,Gold,,
summer,1924,Paris,Gymnastics,Artistic G.,"PRAZAK, Robert",Men,Individual All-Round,Silver,,
summer,1924,Paris,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",Men,Parallel Bars,Bronze,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"GÜTTINGER, August",Men,Parallel Bars,Gold,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"PRAZAK, Robert",Men,Parallel Bars,Silver,,
summer,1924,Paris,Gymnastics,Artistic G.,"REBETEZ, Antoine",Men,Pommel Horse,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"WILHELM, Josef",Men,Pommel Horse,Gold,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"GUTWENINGER, Jean",Men,Pommel Horse,Silver,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"VACHA, Ladislav",Men,Rings,Bronze,,
summer,1924,Paris,Gymnastics,Artistic G.,"MARTINO, Francesco",Men,Rings,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"PRAZAK, Robert",Men,Rings,Silver,,
summer,1924,Paris,Gymnastics,Artistic G.,"GÜTTINGER, August",Men,Rope Climbing,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"VACHA, Ladislav",Men,Rope Climbing,Bronze,,
summer,1924,Paris,Gymnastics,Artistic G.,"SUPCIK, Bedrich",Men,Rope Climbing,Gold,,
summer,1924,Paris,Gymnastics,Artistic G.,"SEGUIN, Albert",Men,Rope Climbing,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"SEGUIN, Albert",Men,Sidehorse Vault,Gold,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"GANGLOFF, François",Men,Sidehorse Vault,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"GOUNOT, Jean",Men,Sidehorse Vault,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"GRIEDER, Hans",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"GÜTTINGER, August",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"GUTWENINGER, Jean",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"MIEZ, Georges",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"PFISTER, Otto",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"REBETEZ, Antoine",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"WIDMER, Karl",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"WILHELM, Josef",Men,Team Competition,Bronze,Switzerland,8286976.0
summer,1924,Paris,Gymnastics,Artistic G.,"CAMBIASO, Luigi",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"LERTORA, Mario",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"LUCCHETTI, Vittorio",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"MAIOCCO, Luigi",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"MANDRINI, Ferdinando",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"MARTINO, Francesco",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"PARIS, Giuseppe",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"ZAMPORI, Giorgio",Men,Team Competition,Gold,Italy,60802085.0
summer,1924,Paris,Gymnastics,Artistic G.,"CORDONNIER, Eugène",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"DELSARTE, Léon",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"GANGLOFF, François",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"GOUNOT, Jean",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"HERMANN, Arthur",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"HIGELIN, André",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"HUBER, Joseph",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"SEGUIN, Albert",Men,Team Competition,Silver,France,66808385.0
summer,1924,Paris,Gymnastics,Artistic G.,"MORKOVSKY, Bohumil",Men,Vault,Bronze,,
summer,1924,Paris,Gymnastics,Artistic G.,"KRIZ, Frank",Men,Vault,Gold,United States,321418820.0
summer,1924,Paris,Gymnastics,Artistic G.,"KOUTNY, Jan",Men,Vault,Silver,,
summer,1924,Paris,Modern Pentathlon,Modern Pentath.,"UGGLA, Bertil",Men,Individual Competition,Bronze,Sweden,9798871.0
summer,1924,Paris,Modern Pentathlon,Modern Pentath.,"LINDMAN, Bo S. G.",Men,Individual Competition,Gold,Sweden,9798871.0
summer,1924,Paris,Modern Pentathlon,Modern Pentath.,"DYRSSEN, Gustaf",Men,Individual Competition,Silver,Sweden,9798871.0
summer,1924,Paris,Polo,Polo,"BARRETT, Frederick Whitfield",Men,Polo,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Polo,Polo,"BINGHAM, Dennis",Men,Polo,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Polo,Polo,"GUEST, Fred",Men,Polo,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Polo,Polo,"LANNOWE, M.",Men,Polo,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Polo,Polo,"WISE, Kinnear",Men,Polo,Bronze,United Kingdom,65138232.0
summer,1924,Paris,Polo,Polo,"KENNY, Arturo",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"MILES, Juan",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"NAYLOR, Guillermo",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"NELSON, Juan",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"PADILLA, Enrique",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"PENA, A.",Men,Polo,Gold,Argentina,43416755.0
summer,1924,Paris,Polo,Polo,"BOESCKE, Elmer",Men,Polo,Silver,United States,321418820.0
summer,1924,Paris,Polo,Polo,"HITCHCOCK, Thomas",Men,Polo,Silver,United States,321418820.0
summer,1924,Paris,Polo,Polo,"MOORE, G.",Men,Polo,Silver,United States,321418820.0
summer,1924,Paris,Polo,Polo,"ROE, Frederick",Men,Polo,Silver,United States,321418820.0
summer,1924,Paris,Polo,Polo,"WANAMAKER, Rodman",Men,Polo,Silver,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"BEIJNEN, Antonie Christiaan",Men,Coxless Pair (2-),Gold,Netherlands,16936520.0
summer,1924,Paris,Rowing,Rowing,"RÖSINGH, Wilhelm",Men,Coxless Pair (2-),Gold,Netherlands,16936520.0
summer,1924,Paris,Rowing,Rowing,"BOUTON, Maurice",Men,Coxless Pair (2-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"PIOT, Georges",Men,Coxless Pair (2-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"BOSSHARD, Rudolf",Men,Double Sculls (2X),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"THOMA, Heinrich",Men,Double Sculls (2X),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"COSTELLO, Paul Vincent",Men,Double Sculls (2X),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"KELLY, John Brendan",Men,Double Sculls (2X),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"DETTON, Marc P.",Men,Double Sculls (2X),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"STOCK, Jean-Pierre",Men,Double Sculls (2X),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"CATTALINICH, Antonio",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"CATTALINICH, Francesco",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"CATTALINICH, Simeone",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"CRIVELLI, Giuseppe",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"GALLASSO, Latino",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"GLIUBICH, Vittorio",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"IVANOV, Pietro",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"SORICH, Bruno",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"TONIATTI, Carlo",Men,Eight With Coxswain (8+),Bronze,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"CARPENTIER, Leonard",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"KINGSBURY, Howard",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"LINDLEY, Allen",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"MILLER, John",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"ROCKEFELLER, James",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"SHEFFIELD, Frederick",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"SPOCK, Benjamin",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"STODDARD, Laurence",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"WILSON, Alfred",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"BELL, Arthur",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"CAMPBELL, Ivor",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"HUNTER, Robert",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"LANGFORD, William",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"LITTLE, Harold",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"SMITH, John",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"SNYDER, Warren",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"TAYLOR, Norman",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"WALLACE, William",Men,Eight With Coxswain (8+),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"ALBRECHT, Emile",Men,Four Without Coxswain (4-),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"PROBST, Alfred",Men,Four Without Coxswain (4-),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"SIGG, Eugen",Men,Four Without Coxswain (4-),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"WALTER, Hans",Men,Four Without Coxswain (4-),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"ELEY, Charles",Men,Four Without Coxswain (4-),Gold,United Kingdom,65138232.0
summer,1924,Paris,Rowing,Rowing,"MACNABB, James",Men,Four Without Coxswain (4-),Gold,United Kingdom,65138232.0
summer,1924,Paris,Rowing,Rowing,"MORRISON, Robert",Men,Four Without Coxswain (4-),Gold,United Kingdom,65138232.0
summer,1924,Paris,Rowing,Rowing,"SANDERS, Terence",Men,Four Without Coxswain (4-),Gold,United Kingdom,65138232.0
summer,1924,Paris,Rowing,Rowing,"BLACK, Archibald",Men,Four Without Coxswain (4-),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"MACKAY, George",Men,Four Without Coxswain (4-),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"MARIACHER, A.",Men,Four Without Coxswain (4-),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"WOOD, William",Men,Four Without Coxswain (4-),Silver,Canada,35851774.0
summer,1924,Paris,Rowing,Rowing,"GERHARDT, Robert",Men,Four-Oared Shell With Coxswain (4-),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"JELINEK, Sidney",Men,Four-Oared Shell With Coxswain (4-),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"KENNEDY, John",Men,Four-Oared Shell With Coxswain (4-),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"MITCHELL, Edward",Men,Four-Oared Shell With Coxswain (4-),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"WELSFORD, Henry",Men,Four-Oared Shell With Coxswain (4-),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"ALBRECHT, Emile",Men,Four-Oared Shell With Coxswain (4-),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"LOSSLI, Walter",Men,Four-Oared Shell With Coxswain (4-),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"PROBST, Alfred",Men,Four-Oared Shell With Coxswain (4-),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"SIGG, Eugen",Men,Four-Oared Shell With Coxswain (4-),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"WALTHER, Hans",Men,Four-Oared Shell With Coxswain (4-),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"BARBEROLLE, Ernest",Men,Four-Oared Shell With Coxswain (4-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"CONSTANT, Eugène",Men,Four-Oared Shell With Coxswain (4-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"GRESSIER, Louis A.",Men,Four-Oared Shell With Coxswain (4-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"LECOINTE, Georges",Men,Four-Oared Shell With Coxswain (4-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"TALLEUX, Raymond",Men,Four-Oared Shell With Coxswain (4-),Silver,France,66808385.0
summer,1924,Paris,Rowing,Rowing,"BUTLER, Leon",Men,Pair-Oared Shell With Coxswain (2+),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"JENNINGS, Edward Francis",Men,Pair-Oared Shell With Coxswain (2+),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"WILSON, Harold",Men,Pair-Oared Shell With Coxswain (2+),Bronze,United States,321418820.0
summer,1924,Paris,Rowing,Rowing,"CANDEVEAU, Edouard",Men,Pair-Oared Shell With Coxswain (2+),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"FELBER, Alfred",Men,Pair-Oared Shell With Coxswain (2+),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"LACHAPELLE, Emil",Men,Pair-Oared Shell With Coxswain (2+),Gold,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"OLGENI, Ercole",Men,Pair-Oared Shell With Coxswain (2+),Silver,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"SCATTURIN, Giovanni",Men,Pair-Oared Shell With Coxswain (2+),Silver,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"SOPRACORDEVOLE, Gino",Men,Pair-Oared Shell With Coxswain (2+),Silver,Italy,60802085.0
summer,1924,Paris,Rowing,Rowing,"SCHNEIDER, Josef",Men,Single Sculls (1X),Bronze,Switzerland,8286976.0
summer,1924,Paris,Rowing,Rowing,"BERESFORD, Jack",Men,Single Sculls (1X),Gold,United Kingdom,65138232.0
summer,1924,Paris,Rowing,Rowing,"GILMORE, Williams  E.Garrett",Men,Single Sculls (1X),Silver,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"ANASTASIADE, N.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"ARMASEL, Dumitru",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"BENTIA, Gheorghe",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"COCIOCIAHO, J.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"CRATUNESCO, C.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"FLORIAN, Theodor",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"GARLESTEANO, J.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"GHITZULESCO, P.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"LOUKIDY, O.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"MANO, H.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"MARASCO, Nicolae",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"MARIAN, Theodor",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"MICHAILESCO, Sorin",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"NEDELCOVICI, Paul",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"NEMESCH, Iosif",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"SFETESCU, Eugen",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"SFETESCU, Mircea",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"STERIAN, Soare",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"STROESCO, M.",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"TANASESCU, Atanasie",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"VARDALA, Mihail",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"VIDRASHCU, Paul",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"VOLVOREANU, Dumitru",Men,Rugby,Bronze,,
summer,1924,Paris,Rugby,Rugby,"AUSTIN, C.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"BROWN, R.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"CASHEL, J.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"CLARK, P.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"CLEAVELAND, Norman",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"CUNNINGHAM, H.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"DE GROOT, Dudley",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"DEVEREAUX, Robert",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"DIXON, Georges",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"DOE, Charles Webster",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"FARRISH, Linn Markley",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"GRAFF, Edward",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"GRONDONA, C.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"HUNTER, Joseph Garvin",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"HYLAND, Richard Frank",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"MANELLI, Caesar",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"MEHAN, Charles Thomas",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"MULDOON, William",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"O'NEIL, John T.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"PATRICK, John Clarence",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"ROGERS, William Lister",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"SCHOLZ, Rudolph John",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"SLATER, Colby Edward",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"SLATER, Norman Bernard",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"TILDEN, Charles Lee",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"TURKINGTON, Edward L.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"VALENTINE, Alan Chester",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"WILLIAMS, Alan Frank",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"WINSTON, J.",Men,Rugby,Gold,United States,321418820.0
summer,1924,Paris,Rugby,Rugby,"ABRAHAM, F.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"ARAOU, René",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BAYARD, Jean",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BEGUET, Louis",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BEHOTEGUY, André",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BESSON, M.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BIOUSSA, Alexandre",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BONNES, Etienne",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BORDE, François",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"BOUSQUET, Adolphe René",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"CASSAYET, Aimé",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"CAYROL, F.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"CLAUZEL, F.",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"DUPONT, Clément",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"DUPOUY, Albert",Men,Rugby,Silver,France,66808385.0
summer,1924,Paris,Rugby,Rugby,"ETCHEBERRY, Jean",Men,Rugby,Silver,France,66808385.0
