Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,2004,Athens,Aquatics,Water polo,"UDOVICIC, Vanja",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"VUJASINOVIC, Vladimir",Men,Water Polo,Silver,Serbia,7098247.0
summer,2004,Athens,Aquatics,Water polo,"BEAUREGARD, Robin",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"DINGELDEIN, Margaret",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"ESTES, Ellen",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"FRANK, Jacqueline",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"GOLDA, Natalie",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"LORENZ, Ericka",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"MOODY, Heather",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"MUNRO, Thalia",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"PAYNE, Nicolle",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"PETRI, Heather",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"RULON, Kelly",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"STACHOWSKI, Amber",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"VILLA, Brenda",Women,Water Polo,Bronze,United States,321418820.0
summer,2004,Athens,Aquatics,Water polo,"ALLUCCI, Carmela",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"ARAUJO, Alexandra",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"BOSURGI, Silvia",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"CONTI, Francesca",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"DI MARIO, Tania",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"GIGLI, Elena",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"GREGO, Melania",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"MALATO, Giusy",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"MICELI, Martina",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"MUSUMECI, Maddalena",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"RAGUSA, Cinzia",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"TOTH, Noemi",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"ZANCHI, Manuela",Women,Water Polo,Gold,Italy,60802085.0
summer,2004,Athens,Aquatics,Water polo,"ASILIAN, Dimitra",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"ELLINAKI, Georgia",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"KARAGIANNI, Eftychia",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"KARAPATAKI, Angeliki",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"KOZOMPOLI, Stavroula",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"LARA, Georgia",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"LIOSI, Kyriaki",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"MELIDONI, Aniopi",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"MORAITI, Antonia",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"MORAITIDOU, Evangelia",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"MYLONAKI, Anthoula",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"OIKONOMOPOULOU, Aikaterini",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Aquatics,Water polo,"ROUMPESI, Antigoni",Women,Water Polo,Silver,Greece,10823732.0
summer,2004,Athens,Archery,Archery,"CUDDIHY, Tim",Men,Individual (Fita Olympic Round - 70M),Bronze,Australia,23781169.0
summer,2004,Athens,Archery,Archery,"GALIAZZO, Marco",Men,Individual (Fita Olympic Round - 70M),Gold,Italy,60802085.0
summer,2004,Athens,Archery,Archery,"YAMAMOTO, Hiroshi",Men,Individual (Fita Olympic Round - 70M),Silver,Japan,126958472.0
summer,2004,Athens,Archery,Archery,"WILLIAMSON, Alison",Women,Individual (Fita Olympic Round - 70M),Bronze,United Kingdom,65138232.0
summer,2004,Athens,Archery,Archery,"PARK, Sung-Hyun",Women,Individual (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"LEE, Sung Jin",Women,Individual (Fita Olympic Round - 70M),Silver,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"HRACHOV, Dmytro",Men,Team (Fita Olympic Round - 70M),Bronze,Ukraine,45198200.0
summer,2004,Athens,Archery,Archery,"RUBAN, Viktor",Men,Team (Fita Olympic Round - 70M),Bronze,Ukraine,45198200.0
summer,2004,Athens,Archery,Archery,"SERDYUK, Oleksandr",Men,Team (Fita Olympic Round - 70M),Bronze,Ukraine,45198200.0
summer,2004,Athens,Archery,Archery,"IM, Dong Hyun",Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"JANG, Yong-Ho",Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"PARK, Kyung Mo",Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"CHEN, Szu Yuan",Men,Team (Fita Olympic Round - 70M),Silver,Taiwan,
summer,2004,Athens,Archery,Archery,"LIU, Ming Huang",Men,Team (Fita Olympic Round - 70M),Silver,Taiwan,
summer,2004,Athens,Archery,Archery,"WANG, Cheng Pang",Men,Team (Fita Olympic Round - 70M),Silver,Taiwan,
summer,2004,Athens,Archery,Archery,"CHEN, Li Ju",Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan,
summer,2004,Athens,Archery,Archery,"WU, Hui Ju",Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan,
summer,2004,Athens,Archery,Archery,"YUAN, Shu Chi",Women,Team (Fita Olympic Round - 70M),Bronze,Taiwan,
summer,2004,Athens,Archery,Archery,"LEE, Sung Jin",Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"PARK, Sung-Hyun",Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"YUN, Mi-Jin",Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South",50617045.0
summer,2004,Athens,Archery,Archery,"HE, Ying",Women,Team (Fita Olympic Round - 70M),Silver,China,1371220000.0
summer,2004,Athens,Archery,Archery,"LIN, Sang",Women,Team (Fita Olympic Round - 70M),Silver,China,1371220000.0
summer,2004,Athens,Archery,Archery,"ZHANG, Juan Juan",Women,Team (Fita Olympic Round - 70M),Silver,China,1371220000.0
summer,2004,Athens,Athletics,Athletics,"TADESSE, Zersenay",Men,10000M,Bronze,Eritrea,
summer,2004,Athens,Athletics,Athletics,"BEKELE, Kenenisa",Men,10000M,Gold,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"SIHINE, Sileshi",Men,10000M,Silver,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"TULU, Derartu",Women,10000M,Bronze,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"XING, Huina",Women,10000M,Gold,China,1371220000.0
summer,2004,Athens,Athletics,Athletics,"DIBABA, Ejegayehu",Women,10000M,Silver,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"GREENE, Maurice",Men,100M,Bronze,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"GATLIN, Justin",Men,100M,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"OBIKWELU, Francis",Men,100M,Silver,Portugal,10348648.0
summer,2004,Athens,Athletics,Athletics,"CAMPBELL-BROWN, Veronica",Women,100M,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"NESTERENKO, Yuliya",Women,100M,Gold,Belarus,9513000.0
summer,2004,Athens,Athletics,Athletics,"WILLIAMS, Lauryn",Women,100M,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"MORRISON, Melissa",Women,100M Hurdles,Bronze,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"HAYES, Joanna",Women,100M Hurdles,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"KRASOVSKA, Olena",Women,100M Hurdles,Silver,Ukraine,45198200.0
summer,2004,Athens,Athletics,Athletics,"GARCIA, Anier",Men,110M Hurdles,Bronze,Cuba,11389562.0
summer,2004,Athens,Athletics,Athletics,"LIU, Xiang",Men,110M Hurdles,Gold,China,1371220000.0
summer,2004,Athens,Athletics,Athletics,"TRAMMELL, Terrence",Men,110M Hurdles,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"SILVA, Rui",Men,1500M,Bronze,Portugal,10348648.0
summer,2004,Athens,Athletics,Athletics,"EL GUERROUJ, Hicham",Men,1500M,Gold,Morocco,34377511.0
summer,2004,Athens,Athletics,Athletics,"LAGAT, Bernard",Men,1500M,Silver,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"CIONCAN, Maria",Women,1500M,Bronze,,
summer,2004,Athens,Athletics,Athletics,"HOLMES, Kelly",Women,1500M,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"TOMASHEVA, Tatyana",Women,1500M,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"GATLIN, Justin",Men,200M,Bronze,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"CRAWFORD, Shawn",Men,200M,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"WILLIAMS, Bernard",Men,200M,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"FERGUSON-MCKENZIE, Debbie",Women,200M,Bronze,Bahamas,388019.0
summer,2004,Athens,Athletics,Athletics,"CAMPBELL-BROWN, Veronica",Women,200M,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"FELIX, Allyson",Women,200M,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"SAVILLE, Jane",Women,20KM Race Walk,Bronze,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"TSOUMELEKA, Athanasia",Women,20KM Race Walk,Gold,Greece,10823732.0
summer,2004,Athens,Athletics,Athletics,"IVANOVA, Olimpiada",Women,20KM Race Walk,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"DEAKES, Nathan",Men,20KM Walk,Bronze,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"BRUGNETTI, Ivano",Men,20KM Walk,Gold,Italy,60802085.0
summer,2004,Athens,Athletics,Athletics,"FERNANDEZ, Francisco Javier",Men,20KM Walk,Silver,Spain,46418269.0
summer,2004,Athens,Athletics,Athletics,"KOECH, Paul Kipsiele",Men,3000M Steeplechase,Bronze,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"KEMBOI, Ezekiel",Men,3000M Steeplechase,Gold,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"KIPRUTO, Brimin Kiprop",Men,3000M Steeplechase,Silver,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"BREW, Derrick",Men,400M,Bronze,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"WARINER, Jeremy",Men,400M,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"HARRIS, Otis",Men,400M,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"ANTYUKH, Natalya",Women,400M,Bronze,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"WILLIAMS-DARLING, Tonique",Women,400M,Gold,Bahamas,388019.0
summer,2004,Athens,Athletics,Athletics,"GUEVARA, Ana",Women,400M,Silver,Mexico,127017224.0
summer,2004,Athens,Athletics,Athletics,"KEITA, Naman",Men,400M Hurdles,Bronze,France,66808385.0
summer,2004,Athens,Athletics,Athletics,"SANCHEZ, Felix",Men,400M Hurdles,Gold,Dominican Republic,10528391.0
summer,2004,Athens,Athletics,Athletics,"MCFARLANE, Danny",Men,400M Hurdles,Silver,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"TERESHCHUK-ANTIPOVA, Tetiana",Women,400M Hurdles,Bronze,Ukraine,45198200.0
summer,2004,Athens,Athletics,Athletics,"CHALKIA, Fani",Women,400M Hurdles,Gold,Greece,10823732.0
summer,2004,Athens,Athletics,Athletics,"TIRLEA-MANOLACHE, Ionela",Women,400M Hurdles,Silver,,
summer,2004,Athens,Athletics,Athletics,"ALIU, Deji",Men,4X100M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"EGBELE, Aaron",Men,4X100M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"EMEDOLU, Uchenna",Men,4X100M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"FASUBA, Olusoji",Men,4X100M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"CAMPBELL, Darren",Men,4X100M Relay,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"DEVONISH, Marlon",Men,4X100M Relay,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"GARDENER, Jason",Men,4X100M Relay,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"LEWIS-FRANCIS, Mark",Men,4X100M Relay,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"CRAWFORD, Shawn",Men,4X100M Relay,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"GATLIN, Justin",Men,4X100M Relay,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"GREENE, Maurice",Men,4X100M Relay,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"MILLER, Coby",Men,4X100M Relay,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"PATTON, Darvis",Men,4X100M Relay,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"ARRON, Christine",Women,4X100M Relay,Bronze,France,66808385.0
summer,2004,Athens,Athletics,Athletics,"FELIX, Sylviane",Women,4X100M Relay,Bronze,France,66808385.0
summer,2004,Athens,Athletics,Athletics,"HURTIS-HOUAIRI, Muriel",Women,4X100M Relay,Bronze,France,66808385.0
summer,2004,Athens,Athletics,Athletics,"MANG, Veronique",Women,4X100M Relay,Bronze,France,66808385.0
summer,2004,Athens,Athletics,Athletics,"BAILEY, Aleen",Women,4X100M Relay,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"CAMPBELL-BROWN, Veronica",Women,4X100M Relay,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"LAWRENCE, Tanya",Women,4X100M Relay,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"MCDONALD, Beverly",Women,4X100M Relay,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"SIMPSON, Sherone",Women,4X100M Relay,Gold,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"FYODOROVA, Olga",Women,4X100M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KHABAROVA, Irina",Women,4X100M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KRUGLOVA, Larisa",Women,4X100M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"TABAKOVA, Yuliya",Women,4X100M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"AUDU, Musa",Men,4X400M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"GODDAY, James",Men,4X400M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"UDO OBONG, Enefiok",Men,4X400M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"WEIGOPWA, Saul",Men,4X400M Relay,Bronze,Nigeria,182201962.0
summer,2004,Athens,Athletics,Athletics,"BREW, Derrick",Men,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"HARRIS, Otis",Men,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"WARINER, Jeremy",Men,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"WILLIAMSON, Darold",Men,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"WILLIE, Kelly",Men,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"DWYER, Patrick",Men,4X400M Relay,Silver,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"HILL, Clinton",Men,4X400M Relay,Silver,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"ORMROD, Mark",Men,4X400M Relay,Silver,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"ROCK, Andrew",Men,4X400M Relay,Silver,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"STEFFENSEN, John",Men,4X400M Relay,Silver,Australia,23781169.0
summer,2004,Athens,Athletics,Athletics,"BURGHER, Michelle",Women,4X400M Relay,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"DAVY, Nadia",Women,4X400M Relay,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"RICHARDS, Sandie",Women,4X400M Relay,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"SMITH, Ronetta",Women,4X400M Relay,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"WILLIAMS, Novelene",Women,4X400M Relay,Bronze,Jamaica,2725941.0
summer,2004,Athens,Athletics,Athletics,"COX, Crystal",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"HENDERSON, Monique",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"HENNAGAN, Monique",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"RICHARDS, Sanya",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"ROBINSON, Moushaumi",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"TROTTER, Deedee",Women,4X400M Relay,Gold,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"ANTYUKH, Natalya",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"FIROVA, Tatyana",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"IVANOVA, Natalya",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KRASNOMOVETS, Olesya",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"NAZAROVA, Natalya",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"ZYKINA, Olesya",Women,4X400M Relay,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KIPCHOGE, Eliud",Men,5000M,Bronze,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"EL GUERROUJ, Hicham",Men,5000M,Gold,Morocco,34377511.0
summer,2004,Athens,Athletics,Athletics,"BEKELE, Kenenisa",Men,5000M,Silver,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"DIBABA, Tirunesh",Women,5000M,Bronze,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"DEFAR, Meseret",Women,5000M,Gold,Ethiopia,99390750.0
summer,2004,Athens,Athletics,Athletics,"OCHICHI, Isabella",Women,5000M,Silver,Kenya,46050302.0
summer,2004,Athens,Athletics,Athletics,"VOYEVODIN, Aleksey",Men,50KM Walk,Bronze,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KORZENIOWSKI, Robert",Men,50KM Walk,Gold,Poland,37999494.0
summer,2004,Athens,Athletics,Athletics,"NIZHEGORODOV, Denis",Men,50KM Walk,Silver,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KIPKETER, Wilson",Men,800M,Bronze,Denmark,5676002.0
summer,2004,Athens,Athletics,Athletics,"BORZAKOVSKIY, Yuriy",Men,800M,Gold,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"MULAUDZI, Mbulaeni",Men,800M,Silver,South Africa,54956920.0
summer,2004,Athens,Athletics,Athletics,"CEPLAK, Jolanda",Women,800M,Bronze,Slovenia,2063768.0
summer,2004,Athens,Athletics,Athletics,"HOLMES, Kelly",Women,800M,Gold,United Kingdom,65138232.0
summer,2004,Athens,Athletics,Athletics,"BENHASSI, Hasna",Women,800M,Silver,Morocco,34377511.0
summer,2004,Athens,Athletics,Athletics,"KARPOV, Dmitriy",Men,Decathlon,Bronze,Kazakhstan,17544126.0
summer,2004,Athens,Athletics,Athletics,"SEBRLE, Roman",Men,Decathlon,Gold,Czech Republic,10551219.0
summer,2004,Athens,Athletics,Athletics,"CLAY, Bryan",Men,Decathlon,Silver,United States,321418820.0
summer,2004,Athens,Athletics,Athletics,"TAMMERT, Aleksander",Men,Discus Throw,Bronze,Estonia,1311998.0
summer,2004,Athens,Athletics,Athletics,"ALEKNA, Virgilijus",Men,Discus Throw,Gold,Lithuania,2910199.0
summer,2004,Athens,Athletics,Athletics,"KOVAGO, Zoltan",Men,Discus Throw,Silver,Hungary,9844686.0
summer,2004,Athens,Athletics,Athletics,"YATCHENKO, Iryna",Women,Discus Throw,Bronze,Belarus,9513000.0
summer,2004,Athens,Athletics,Athletics,"SADOVA, Natalya",Women,Discus Throw,Gold,Russia,144096812.0
summer,2004,Athens,Athletics,Athletics,"KELESIDOU, Anastasia",Women,Discus Throw,Silver,Greece,10823732.0
summer,2004,Athens,Athletics,Athletics,"APAK, Esref",Men,Hammer Throw,Bronze,Turkey,78665830.0
summer,2004,Athens,Athletics,Athletics,"MUROFUSHI, Koji",Men,Hammer Throw,Gold,Japan,126958472.0
